7.1703,7.3811,7.5925,7.8047,8.0178,8.232,8.4475,8.6645,8.8833,9.1042,9.3281,9.555,9.7867,10.024,10.269,10.525,10.799,11.102,11.47,-13.354,-13.657,-13.931,-14.187,-14.432,-14.669,-14.901,-15.128,-15.351,-15.572,-15.791,-16.008,-16.224,-16.438,-16.651,-16.863,-17.074,-17.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.194,7.4067,7.6206,7.8356,8.0517,8.2692,8.4887,8.7101,8.934,9.1609,9.3917,9.627,9.869,10.119,10.381,10.662,10.973,11.348,12.042,-13.04,-13.415,-13.726,-14.006,-14.268,-14.519,-14.76,-14.996,-15.227,-15.454,-15.678,-15.899,-16.118,-16.336,-16.552,-16.767,-16.981,-17.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2222,7.4377,7.6544,7.8727,8.0925,8.3141,8.538,8.7647,8.9947,9.2289,9.468,9.7139,9.9686,10.236,10.521,10.837,11.214,11.806,-13.115,-13.491,-13.807,-14.093,-14.36,-14.615,-14.861,-15.1,-15.334,-15.564,-15.791,-16.014,-16.236,-16.456,-16.674,-16.891,-17.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2557,7.4743,7.6946,7.9162,8.1401,8.3665,8.5957,8.8285,9.0654,9.3076,9.5568,9.8151,10.086,10.375,10.693,11.066,11.596,-13.216,-13.589,-13.907,-14.196,-14.467,-14.725,-14.974,-15.216,-15.453,-15.686,-15.915,-16.142,-16.365,-16.587,-16.807,-17.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2946,7.5166,7.7402,7.9663,8.1946,8.426,8.661,8.9002,9.1449,9.3966,9.6571,9.9299,10.22,10.537,10.902,11.383,-13.347,-13.712,-14.029,-14.319,-14.592,-14.853,-15.104,-15.349,-15.589,-15.823,-16.055,-16.283,-16.509,-16.733,-16.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3384,7.5637,7.7912,8.0212,8.2543,8.4909,8.732,8.9784,9.2315,9.4931,9.7662,10.056,10.369,10.723,11.162,-13.51,-13.863,-14.177,-14.466,-14.74,-15.001,-15.255,-15.501,-15.742,-15.978,-16.211,-16.441,-16.669,-16.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3856,7.6144,7.8456,8.0797,8.3175,8.5594,8.8064,9.0597,9.3214,9.5936,9.8803,10.188,10.529,10.932,11.508,-13.301,-13.703,-14.044,-14.352,-14.639,-14.911,-15.173,-15.426,-15.673,-15.915,-16.153,-16.387,-16.618,-16.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4345,7.6664,7.9011,8.1392,8.3811,8.6281,8.8809,9.1409,9.4109,9.6934,9.9936,10.321,10.693,11.161,-13.554,-13.927,-14.254,-14.554,-14.837,-15.106,-15.367,-15.619,-15.866,-16.108,-16.346,-16.581,-16.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4829,7.7177,7.9552,8.1965,8.4424,8.6935,8.9513,9.2177,9.4946,9.7865,10.1,10.446,10.851,11.409,-13.425,-13.83,-14.176,-14.489,-14.781,-15.058,-15.325,-15.582,-15.833,-16.079,-16.321,-16.558,-16.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5283,7.7649,8.0049,8.2488,8.4977,8.7522,9.0138,9.2849,9.568,9.8674,10.191,10.554,10.991,11.674,-13.324,-13.762,-14.124,-14.448,-14.748,-15.031,-15.302,-15.563,-15.818,-16.067,-16.31,-16.55,-16.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5677,7.8058,8.0472,8.2927,8.5433,8.7999,9.0644,9.3383,9.6252,9.9299,10.261,10.635,11.096,11.962,-13.266,-13.727,-14.101,-14.432,-14.737,-15.024,-15.298,-15.562,-15.819,-16.07,-16.315,-16.557,-16.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5985,7.8371,8.079,8.3254,8.5765,8.834,9.0993,9.3746,9.6626,9.9693,10.303,10.682,11.152,-13.732,-14.11,-14.444,-14.75,-15.039,-15.314,-15.579,-15.837,-16.088,-16.334,-16.576,-16.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6189,7.857,8.0983,8.3442,8.5947,8.8517,9.1161,9.3903,9.6772,9.9822,10.314,10.688,11.151,12.034,-13.313,-13.775,-14.15,-14.481,-14.786,-15.073,-15.347,-15.612,-15.869,-16.119,-16.365,-16.606,-16.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6265,7.8631,8.1034,8.3476,8.5965,8.8512,9.1131,9.3843,9.6676,9.9679,10.292,10.656,11.095,11.789,-13.414,-13.853,-14.217,-14.541,-14.841,-15.125,-15.396,-15.658,-15.913,-16.161,-16.406,-16.646,-16.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6199,7.8549,8.0927,8.3343,8.5802,8.8318,9.0899,9.3563,9.6341,9.9266,10.24,10.588,10.996,11.561,-13.55,-13.958,-14.305,-14.619,-14.912,-15.189,-15.456,-15.714,-15.965,-16.212,-16.453,-16.691,-16.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5991,7.831,8.066,8.3043,8.5466,8.7938,9.0468,9.3077,9.5779,9.861,10.162,10.491,10.865,11.339,-13.705,-14.08,-14.408,-14.71,-14.993,-15.263,-15.524,-15.777,-16.024,-16.267,-16.505,-16.74,-16.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5632,7.7921,8.0235,8.258,8.496,8.7382,8.9857,9.2396,9.5018,9.7746,10.062,10.372,10.715,11.122,11.713,-13.46,-13.866,-14.209,-14.519,-14.806,-15.079,-15.341,-15.595,-15.843,-16.085,-16.323,-16.557,-16.789,-17.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5131,7.7386,7.9664,8.1967,8.43,8.6673,8.9086,9.1553,9.4089,9.6714,9.9456,10.236,10.552,10.909,11.354,-13.666,-14.023,-14.339,-14.629,-14.903,-15.166,-15.419,-15.666,-15.908,-16.145,-16.378,-16.609,-16.836,-17.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4495,7.6717,7.8956,8.1217,8.3506,8.5823,8.8176,9.0576,9.3029,9.5551,9.8165,10.091,10.382,10.702,11.071,11.563,-13.48,-13.85,-14.169,-14.461,-14.735,-14.996,-15.248,-15.494,-15.734,-15.969,-16.201,-16.43,-16.656,-16.88,-17.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3742,7.5931,7.8134,8.0356,8.2598,8.4865,8.7162,8.9492,9.1867,9.4298,9.6798,9.939,10.211,10.502,10.823,11.201,11.752,-13.31,-13.688,-14.009,-14.3,-14.572,-14.831,-15.081,-15.324,-15.561,-15.795,-16.024,-16.251,-16.475,-16.697,-16.918,-17.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2892,7.505,7.7219,7.9406,8.1606,8.3825,8.6069,8.8339,9.0644,9.2989,9.5389,9.7856,10.041,10.31,10.597,10.917,11.299,11.935,-13.155,-13.538,-13.857,-14.145,-14.413,-14.669,-14.916,-15.156,-15.39,-15.621,-15.848,-16.072,-16.294,-16.514,-16.732,-16.949,-17.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1968,7.4098,7.6237,7.839,8.0554,8.2732,8.4929,8.7145,8.939,9.1662,9.3976,9.6337,9.8765,10.128,10.391,10.674,10.988,11.371,-13.396,-13.711,-13.993,-14.257,-14.508,-14.751,-14.987,-15.219,-15.446,-15.67,-15.892,-16.112,-16.33,-16.546,-16.761,-16.975,-17.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0993,7.3101,7.5218,7.734,7.9473,8.1618,8.3776,8.5948,8.814,9.0354,9.2595,9.487,9.7193,9.9573,10.203,10.461,10.737,11.044,11.42,-13.261,-13.568,-13.844,-14.102,-14.348,-14.586,-14.818,-15.046,-15.27,-15.491,-15.71,-15.928,-16.143,-16.358,-16.571,-16.783,-16.995,-17.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9996,7.2088,7.4185,7.6288,7.8396,8.0513,8.2638,8.4777,8.6924,8.9091,9.1274,9.3483,9.5724,9.8002,10.033,10.274,10.524,10.792,11.089,11.455,-13.13,-13.427,-13.695,-13.946,-14.186,-14.419,-14.647,-14.871,-15.092,-15.31,-15.527,-15.742,-15.955,-16.168,-16.38,-16.59,-16.801,-17.01,-17.22,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9008,7.1089,7.3175,7.5261,7.7352,7.945,8.155,8.3661,8.5777,8.7905,9.0047,9.2205,9.438,9.6583,9.8819,10.11,10.344,10.588,10.846,11.132,11.484,-12.999,-13.285,-13.544,-13.787,-14.022,-14.25,-14.473,-14.694,-14.911,-15.127,-15.341,-15.554,-15.766,-15.976,-16.187,-16.396,-16.606,-16.814,-17.023,-17.231,0,0,0,0,0,0,0,0,0,0,0
6.8056,7.0131,7.2209,7.429,7.637,7.8453,8.054,8.2628,8.4726,8.6828,8.8937,9.1056,9.3187,9.5334,9.7501,9.9695,10.193,10.421,10.657,10.906,11.18,11.515,-12.867,-13.141,-13.39,-13.626,-13.854,-14.077,-14.297,-14.513,-14.728,-14.941,-15.153,-15.364,-15.574,-15.784,-15.993,-16.201,-16.41,-16.618,-16.826,-17.034,-17.241,0,0,0,0,0,0,0,0,0
6.7166,6.9244,7.1322,7.34,7.5475,7.7552,7.963,8.1711,8.3791,8.5877,8.7966,9.0061,9.2164,9.4272,9.6394,9.853,10.069,10.287,10.509,10.738,10.978,11.238,11.556,-12.732,-12.992,-13.232,-13.46,-13.683,-13.901,-14.117,-14.331,-14.542,-14.754,-14.964,-15.173,-15.382,-15.591,-15.799,-16.007,-16.214,-16.422,-16.63,-16.837,-17.045,-17.253,0,0,0,0,0,0,0
6.6369,6.8452,7.0536,7.2616,7.4694,7.6772,7.8847,8.0925,8.3,8.5077,8.7158,8.9238,9.1322,9.3408,9.5502,9.76,9.9711,10.183,10.397,10.615,10.836,11.066,11.314,11.613,-12.591,-12.838,-13.068,-13.29,-13.507,-13.721,-13.934,-14.145,-14.355,-14.564,-14.772,-14.981,-15.189,-15.397,-15.605,-15.812,-16.02,-16.227,-16.435,-16.643,-16.851,-17.059,-17.268,0,0,0,0,0
6.5686,6.778,6.9869,7.1958,7.4044,7.6127,7.8208,8.0289,8.2366,8.4444,8.6519,8.8597,9.0675,9.2752,9.483,9.6911,9.8997,10.109,10.318,10.529,10.741,10.957,11.178,11.411,11.691,-12.444,-12.678,-12.899,-13.114,-13.326,-13.537,-13.747,-13.956,-14.164,-14.372,-14.58,-14.788,-14.996,-15.203,-15.411,-15.619,-15.827,-16.034,-16.243,-16.451,-16.659,-16.868,-17.077,-17.287,0,0,0
6.5129,6.724,6.9343,7.1446,7.3543,7.5634,7.7726,7.9815,8.1901,8.3984,8.6065,8.8146,9.0223,9.2301,9.4379,9.6457,9.8532,10.061,10.269,10.477,10.685,10.894,11.104,11.317,11.536,11.796,-12.289,-12.508,-12.721,-12.931,-13.14,-13.348,-13.556,-13.764,-13.972,-14.179,-14.387,-14.595,-14.803,-15.01,-15.218,-15.426,-15.635,-15.843,-16.052,-16.261,-16.471,-16.681,-16.891,-17.101,-17.312,0
6.472,6.6845,6.8967,7.1084,7.3195,7.5303,7.7406,7.9509,8.1606,8.37,8.5792,8.7884,8.9973,9.2059,9.4142,9.6225,9.8306,10.039,10.247,10.454,10.662,10.87,11.078,11.285,11.493,11.701,-12.323,-12.53,-12.738,-12.946,-13.153,-13.361,-13.569,-13.777,-13.985,-14.193,-14.401,-14.61,-14.818,-15.027,-15.236,-15.446,-15.655,-15.865,-16.075,-16.285,-16.496,-16.707,-16.919,-17.131,-17.344,0
6.446,6.6607,6.8746,7.088,7.3007,7.5132,7.7252,7.9369,8.1482,8.3591,8.5699,8.7802,8.9905,9.2005,9.4105,9.6202,9.8299,10.039,10.249,10.459,10.668,10.878,11.089,11.301,11.516,11.746,-12.313,-12.528,-12.739,-12.95,-13.16,-13.37,-13.579,-13.789,-13.999,-14.208,-14.418,-14.628,-14.838,-15.048,-15.259,-15.469,-15.68,-15.892,-16.103,-16.315,-16.528,-16.74,-16.954,-17.168,-17.382,0
6.4357,6.6521,6.8679,7.0832,7.2976,7.5118,7.7254,7.9387,8.1518,8.3643,8.5768,8.7887,9.0007,9.2126,9.4243,9.636,9.8479,10.06,10.272,10.485,10.698,10.913,11.13,11.354,11.593,-12.51,-12.733,-12.95,-13.165,-13.378,-13.591,-13.803,-14.015,-14.227,-14.439,-14.65,-14.862,-15.074,-15.287,-15.499,-15.712,-15.924,-16.138,-16.351,-16.565,-16.78,-16.995,-17.211,-17.428,0,0,0
6.44,6.6583,6.8761,7.0931,7.3092,7.525,7.7403,7.9553,8.17,8.3842,8.5983,8.8122,9.0258,9.2397,9.4533,9.6672,9.8814,10.096,10.311,10.528,10.746,10.968,11.195,11.436,11.731,-12.483,-12.724,-12.951,-13.173,-13.391,-13.607,-13.823,-14.037,-14.251,-14.465,-14.679,-14.893,-15.107,-15.32,-15.534,-15.749,-15.963,-16.178,-16.394,-16.609,-16.826,-17.043,-17.26,-17.479,0,0,0
6.4586,6.6786,6.8978,7.1161,7.3342,7.5514,7.768,7.9844,8.2005,8.4164,8.6319,8.8475,9.063,9.2786,9.4942,9.7103,9.9267,10.144,10.362,10.583,10.806,11.035,11.274,11.539,-12.719,-12.958,-13.186,-13.41,-13.63,-13.849,-14.066,-14.282,-14.499,-14.714,-14.93,-15.145,-15.361,-15.576,-15.792,-16.008,-16.225,-16.441,-16.659,-16.877,-17.095,-17.314,-17.534,0,0,0,0,0
6.4896,6.711,6.9313,7.151,7.3699,7.5885,7.8066,8.0241,8.2413,8.4583,8.6752,8.8921,9.1088,9.3258,9.543,9.7608,9.9794,10.199,10.42,10.644,10.872,11.107,11.357,11.65,-12.725,-12.975,-13.21,-13.438,-13.662,-13.883,-14.103,-14.321,-14.539,-14.756,-14.973,-15.19,-15.407,-15.624,-15.841,-16.058,-16.275,-16.494,-16.712,-16.931,-17.151,-17.371,-17.592,0,0,0,0,0
6.5314,6.7536,6.9747,7.1953,7.415,7.6342,7.8531,8.0714,8.2895,8.5072,8.725,8.9425,9.1603,9.3783,9.5967,9.8156,10.036,10.257,10.48,10.706,10.938,11.178,11.436,11.755,-12.746,-13.005,-13.245,-13.476,-13.703,-13.926,-14.147,-14.367,-14.586,-14.804,-15.022,-15.24,-15.458,-15.675,-15.893,-16.111,-16.329,-16.548,-16.767,-16.987,-17.208,-17.429,-17.651,0,0,0,0,0
6.5817,6.8042,7.0256,7.2464,7.4664,7.6861,7.905,8.1239,8.3422,8.5603,8.7784,8.9964,9.2145,9.4328,9.6517,9.8711,10.091,10.313,10.537,10.764,10.997,11.239,11.502,11.833,-12.788,-13.05,-13.292,-13.525,-13.752,-13.976,-14.198,-14.418,-14.638,-14.856,-15.075,-15.293,-15.511,-15.729,-15.947,-16.166,-16.384,-16.603,-16.823,-17.043,-17.264,-17.485,-17.708,0,0,0,0,0
6.6379,6.8601,7.0815,7.3021,7.5221,7.7413,7.9601,8.1788,8.3968,8.6149,8.8326,9.0504,9.2682,9.4863,9.7049,9.924,10.144,10.365,10.589,10.816,11.047,11.288,11.548,11.871,-12.85,-13.11,-13.35,-13.582,-13.809,-14.032,-14.254,-14.474,-14.693,-14.911,-15.129,-15.347,-15.565,-15.783,-16.001,-16.219,-16.437,-16.656,-16.876,-17.096,-17.316,-17.537,-17.76,0,0,0,0,0
